cgpa,communication_skills,resume_score,coding_score,attendance_placement,placed
6.9,2.8,6.1,2.9,97.6,0
9.32,7.6,6.7,7.0,56.8,1
7.6,3.6,5.7,5.9,73.4,0
7.4,8.2,1.5,8.5,85.5,1
5.13,10.0,3.1,2.1,75.6,0
6.71,1.3,5.4,2.2,96.1,0
6.9,9.1,3.8,6.0,65.8,1
6.99,6.6,2.6,9.5,70.5,1
7.9,9.8,5.5,4.7,49.9,1
7.67,5.2,3.9,3.9,78.5,0
8.04,8.6,3.3,6.5,60.9,1
8.82,1.6,5.2,9.4,53.8,1
9.06,4.0,2.2,8.5,74.9,1
8.59,1.6,9.3,10.0,74.3,1
9.78,9.8,8.8,1.2,49.2,1
5.09,8.4,7.4,2.0,83.4,0
5.98,8.7,2.0,6.5,79.3,0
5.04,9.4,8.0,8.4,55.4,1
8.24,1.8,8.3,3.6,70.8,0
9.49,4.5,7.9,3.2,84.6,1
6.22,1.6,2.0,8.1,74.1,0
9.64,2.9,6.8,1.5,66.8,0
5.3,3.1,8.5,4.3,62.7,0
9.67,5.2,6.2,5.6,78.6,1
6.76,3.4,6.8,6.0,96.7,0
5.51,1.9,5.1,7.6,81.9,0
7.43,2.5,5.8,4.2,49.1,0
6.28,2.3,1.3,6.5,70.3,0
6.42,9.8,6.8,6.3,94.0,1
6.54,7.8,1.7,5.9,50.2,0
9.02,9.7,4.9,6.8,99.4,1
7.7,5.0,3.6,3.3,97.2,0
6.56,3.5,5.9,1.8,49.3,0
8.05,8.2,2.2,2.1,96.3,0
8.58,3.9,7.2,3.0,65.0,0
6.36,3.7,8.2,5.5,91.5,0
7.07,3.1,2.5,8.6,68.0,0
5.61,2.2,1.9,7.3,69.2,0
5.91,3.3,2.3,8.1,79.9,0
8.41,4.2,8.9,4.2,87.6,1
5.91,7.1,5.8,4.6,46.9,0
7.63,1.6,5.2,4.5,77.6,0
8.55,2.9,2.0,2.7,55.3,0
5.53,8.3,6.8,1.6,64.0,0
7.84,2.3,8.8,6.3,64.1,1
6.28,4.1,8.5,9.9,70.8,1
9.81,8.8,6.6,2.5,63.4,1
7.42,2.4,1.7,1.4,50.9,0
9.03,1.7,2.0,8.0,53.0,1
7.75,5.4,1.4,3.3,46.8,0
5.22,3.7,3.3,8.5,70.9,0
8.17,6.1,2.2,7.3,97.5,1
9.76,8.2,3.3,9.5,51.4,1
8.01,2.2,4.5,4.7,97.0,0
9.1,6.2,9.5,7.0,85.3,1
9.42,5.5,6.5,5.2,80.1,1
6.14,2.3,8.5,6.7,80.5,0
6.06,6.6,7.4,5.0,90.5,0
8.05,3.5,2.0,2.7,50.9,0
7.06,5.4,7.6,5.6,72.8,1
9.2,1.7,3.5,5.8,83.3,1
9.5,5.1,6.8,8.3,77.3,1
6.77,3.8,4.1,7.6,90.8,1
6.18,8.4,10.0,7.0,49.0,1
8.9,1.5,3.4,2.0,83.0,0
6.37,4.8,3.5,7.5,74.4,0
9.11,5.1,9.4,5.5,65.9,1
7.12,7.5,1.2,9.0,63.7,1
8.34,6.2,7.3,9.3,79.1,1
5.48,7.0,7.5,1.5,94.0,0
8.12,8.0,8.5,8.4,72.3,1
7.26,8.8,9.8,1.3,90.4,0
7.93,3.8,9.8,4.3,67.1,1
5.84,5.8,1.6,5.9,50.6,0
8.68,8.6,8.4,2.3,48.4,1
9.31,9.9,6.8,7.7,47.8,1
6.08,9.0,6.8,1.1,65.9,0
5.48,4.3,2.2,2.5,63.5,0
5.12,2.8,6.9,6.2,84.5,0
8.21,5.4,9.8,7.4,85.9,1
8.04,7.7,9.2,9.2,47.8,1
7.73,5.4,5.0,7.3,57.2,1
6.16,5.3,1.4,7.0,60.1,0
6.95,8.5,4.3,4.5,75.1,0
7.97,4.3,8.4,1.0,52.9,0
7.48,8.7,7.3,2.1,52.4,0
9.94,4.7,5.1,5.8,96.9,1
5.68,4.0,1.5,7.1,89.2,0
8.48,5.1,4.8,4.8,54.9,0
7.02,7.9,5.2,7.6,67.4,1
7.14,2.1,9.4,5.7,64.6,0
8.59,2.8,6.8,1.7,88.5,0
8.46,9.6,3.8,2.7,73.1,1
9.96,2.6,5.7,8.6,52.0,1
5.64,6.1,1.6,7.5,85.6,0
5.52,6.2,9.8,9.1,66.8,1
8.62,5.4,4.2,2.1,59.5,0
7.89,6.8,5.3,9.9,65.7,1
6.37,3.1,4.2,2.9,72.4,0
5.4,6.0,7.1,1.1,63.9,0
5.43,4.3,7.0,10.0,58.3,1
9.47,7.0,7.4,3.5,66.9,1
5.96,2.3,3.4,7.0,46.1,0
6.62,6.1,3.8,2.6,87.5,0
6.13,2.7,2.1,6.2,54.4,0
6.77,3.5,6.9,9.1,47.4,1
5.35,3.0,1.4,3.9,81.0,0
7.6,2.6,6.4,7.0,87.6,1
5.34,8.4,8.8,2.7,89.8,0
9.0,3.6,9.0,6.6,72.1,1
6.17,9.3,5.0,4.0,56.3,0
7.7,9.7,5.1,2.9,85.5,1
9.4,6.1,1.7,3.8,83.5,1
8.25,2.3,7.0,2.6,58.5,0
7.66,4.4,8.4,9.1,94.7,1
6.62,8.2,3.2,4.6,50.7,0
6.67,4.3,4.8,3.2,99.0,0
8.35,1.8,8.5,5.0,92.3,1
9.97,6.0,8.9,3.9,82.8,1
8.31,8.6,3.2,7.7,96.6,1
7.79,8.2,6.0,9.7,84.7,1
8.65,2.6,2.7,4.9,55.5,0
7.33,7.1,1.9,8.7,69.3,1
5.3,3.0,9.2,6.1,48.9,0
7.81,3.0,8.4,2.4,66.4,0
9.79,8.9,7.8,7.2,85.8,1
5.88,3.2,1.4,5.6,66.3,0
8.45,3.4,8.6,6.9,63.2,1
6.0,1.0,4.9,9.0,77.7,0
7.68,8.8,4.1,5.0,93.0,1
5.48,8.1,5.9,9.1,47.6,1
7.25,6.6,1.8,7.8,66.2,1
8.78,7.8,7.8,5.4,53.7,1
6.74,2.4,6.2,6.4,83.2,0
8.32,5.1,2.7,3.9,50.8,0
8.98,4.2,2.7,9.9,81.6,1
9.64,1.8,2.7,7.0,60.7,1
6.17,5.4,1.5,1.4,55.9,0
7.0,9.3,6.3,3.9,96.5,1
5.76,1.4,8.6,6.6,46.0,0
9.96,3.6,1.2,1.5,69.1,0
9.64,2.9,1.4,1.2,46.2,0
7.7,3.1,6.2,5.1,71.6,0
9.21,9.2,8.4,4.0,72.6,1
7.6,5.2,3.9,4.9,62.7,0
8.12,5.2,4.1,3.4,52.3,0
5.45,7.8,6.4,2.5,65.7,0
8.78,2.4,3.5,7.2,82.0,1
5.64,5.4,1.2,5.6,88.0,0
9.13,4.9,7.6,2.8,74.2,1
8.91,6.4,6.6,3.9,77.4,1
8.54,10.0,6.2,6.3,56.0,1
5.18,7.9,7.7,1.7,60.8,0
6.52,4.6,7.1,2.3,53.9,0
6.32,8.4,2.9,1.7,58.7,0
6.8,2.5,4.2,8.3,57.4,0
5.44,1.3,2.1,7.8,73.6,0
9.68,2.8,2.2,7.8,75.9,1
7.77,4.1,7.1,7.4,97.0,1
6.53,5.6,8.7,7.0,55.8,1
6.98,6.5,9.7,5.3,80.3,1
7.24,9.2,6.7,6.8,89.9,1
8.0,5.6,2.7,1.3,75.8,0
7.58,5.5,2.0,6.6,59.0,0
9.6,1.5,8.3,8.0,59.4,1
7.48,1.3,6.2,5.5,47.2,0
9.96,6.0,6.6,4.2,61.8,1
9.26,4.9,8.0,3.5,86.0,1
6.04,8.6,7.3,6.8,47.6,1
9.65,2.4,8.5,7.2,57.1,1
5.58,1.2,1.5,8.8,83.8,0
9.09,5.0,7.7,4.1,88.0,1
6.9,3.1,8.7,7.9,70.0,1
9.39,1.4,3.6,6.1,83.4,1
9.34,7.5,6.8,8.9,66.3,1
9.03,2.0,3.8,5.8,53.8,0
8.95,6.5,9.6,5.7,66.9,1
6.52,3.5,1.3,6.2,76.9,0
5.4,2.6,6.2,7.7,97.1,0
7.01,4.4,2.5,9.7,48.8,1
5.87,8.2,7.4,1.7,72.9,0
8.47,4.5,2.6,1.5,63.1,0
6.73,7.8,3.1,9.4,73.0,1
9.88,2.1,5.4,5.8,46.3,1
8.2,8.0,9.2,6.5,62.2,1
9.11,3.1,2.9,5.3,90.1,1
5.66,7.1,2.3,1.8,75.5,0
9.31,6.1,7.8,7.9,69.8,1
9.61,9.4,5.5,7.7,60.7,1
7.44,4.5,9.2,3.8,61.4,0
8.03,1.6,2.3,3.8,66.1,0
8.82,1.2,6.8,8.5,91.0,1
5.87,8.4,3.1,1.7,98.2,0
7.51,5.7,2.4,8.9,69.1,1
6.99,8.0,7.2,3.3,66.6,0
5.73,3.1,6.3,6.3,91.6,0
6.84,4.1,7.8,9.4,68.5,1
5.34,1.3,3.8,7.1,75.4,0
5.13,9.7,5.0,4.7,57.7,0
5.68,7.0,4.6,7.2,85.9,1
9.82,9.4,9.9,4.1,74.3,1
7.75,3.4,3.6,3.5,89.5,0
9.83,6.5,3.7,10.0,87.9,1
7.16,7.1,4.2,7.8,56.8,1
6.56,3.9,6.1,6.8,84.4,0
7.53,8.6,3.3,4.2,89.0,1
7.2,9.5,9.2,1.4,64.0,0
5.53,9.0,3.4,1.3,54.5,0
8.2,7.7,9.1,6.0,45.1,1
6.08,3.5,1.9,7.9,69.8,0
8.1,3.5,6.9,5.8,64.4,1
8.25,9.7,9.2,8.6,75.5,1
5.76,1.1,2.5,1.3,55.3,0
5.31,7.4,9.7,4.3,92.3,0
8.9,7.4,5.1,3.1,59.2,1
7.3,6.6,9.5,5.0,57.5,1
5.29,9.9,7.1,1.7,71.4,0
9.97,3.8,3.7,9.6,72.4,1
5.29,4.1,2.7,3.0,56.8,0
8.48,1.7,3.7,9.3,60.0,1
9.92,5.0,1.8,4.8,54.3,1
6.2,3.3,2.3,9.9,84.5,1
5.71,4.1,1.9,6.0,87.4,0
5.61,8.5,4.8,9.4,70.4,1
6.52,9.4,8.2,1.0,84.3,0
5.51,2.7,2.3,7.7,85.5,0
8.46,4.4,2.2,9.1,52.6,1
5.31,9.4,6.8,2.3,98.1,0
7.55,1.6,2.8,1.9,90.2,0
9.98,1.8,1.9,4.8,56.2,0
9.07,2.5,2.5,9.4,55.2,1
8.08,6.4,9.3,5.9,51.9,1
6.53,2.4,8.4,5.7,52.6,0
8.12,9.7,4.2,2.3,86.1,0
7.64,5.0,6.9,1.0,70.8,0
7.13,5.5,5.8,8.3,88.1,1
5.65,3.2,7.1,1.8,86.0,0
9.43,5.2,7.1,6.7,78.3,1
7.25,7.0,6.7,9.2,82.8,1
5.97,7.8,3.4,2.9,46.0,0
6.84,7.8,1.4,7.0,62.1,0
7.07,6.2,5.1,1.7,80.1,0
9.14,9.1,9.0,6.4,45.5,1
8.67,8.4,6.1,2.5,46.8,0
8.85,7.8,8.5,7.6,91.9,1
5.06,1.5,9.9,3.7,82.6,0
7.08,1.1,2.5,5.2,59.6,0
7.41,2.9,7.2,6.4,82.8,1
5.1,7.0,7.1,2.5,88.6,0
6.3,4.7,9.8,7.7,61.9,1
8.8,4.6,9.9,3.7,47.0,1
5.69,9.0,7.2,7.0,96.3,1
7.68,9.1,3.2,2.4,64.0,0
6.08,9.2,8.2,7.2,50.9,1
5.06,3.8,2.0,2.2,72.1,0
6.21,7.2,8.0,4.8,87.3,1
9.88,3.4,9.2,3.2,57.2,1
9.01,2.7,4.4,7.7,59.8,1
9.8,2.7,6.7,3.4,58.3,0
7.44,4.1,4.9,8.9,99.5,1
5.55,4.9,4.9,9.0,55.9,0
7.74,8.5,3.8,2.8,76.7,0
7.27,2.1,7.9,6.5,95.9,1
9.22,7.6,9.4,1.8,53.1,1
5.49,5.8,9.5,4.5,98.4,0
7.44,3.6,2.6,7.4,97.1,1
5.75,5.4,8.9,6.9,93.7,1
6.62,3.7,7.6,6.6,56.8,0
8.69,6.4,3.3,3.5,79.9,0
7.38,4.9,1.6,4.4,86.8,0
6.88,2.5,3.4,1.9,99.2,0
6.97,2.0,9.2,7.5,54.9,1
7.3,5.9,6.7,5.5,87.1,1
8.93,9.1,7.5,7.4,63.6,1
9.46,4.1,3.3,3.2,54.7,0
9.78,7.6,7.5,3.9,68.2,1
8.93,6.9,1.3,4.0,88.7,1
6.58,9.4,4.4,1.2,70.6,0
8.44,8.4,6.6,4.1,74.6,1
7.19,6.1,2.3,8.2,99.7,1
6.27,6.9,8.4,9.1,67.0,1
9.2,9.1,3.1,5.7,78.8,1
5.19,4.6,6.9,5.1,65.1,0
9.51,3.9,4.6,1.3,66.6,0
7.31,1.1,6.4,8.9,83.3,1
8.19,8.4,2.0,1.1,96.6,0
8.3,8.2,1.2,9.5,74.8,1
9.48,1.9,9.2,5.4,87.3,1
8.18,6.2,3.4,4.1,49.9,0
8.07,5.2,8.4,9.3,56.6,1
5.33,2.1,10.0,1.2,72.6,0
7.59,9.8,2.9,6.2,46.1,1
5.75,2.9,3.4,5.9,58.9,0
8.69,1.6,7.0,3.0,73.5,0
7.56,6.4,9.7,4.9,45.8,1
8.4,7.6,9.2,6.9,59.6,1
5.21,1.3,5.5,7.5,73.3,0
5.42,6.9,8.2,1.0,76.5,0
8.58,5.8,2.2,9.4,95.9,1
5.36,1.9,9.8,2.5,80.5,0
5.36,2.6,9.7,3.1,67.8,0
5.06,6.1,2.5,3.4,96.2,0
9.78,3.7,3.7,1.3,88.2,0
8.69,9.4,1.9,2.1,56.0,0
6.77,8.4,3.4,9.9,52.2,1
6.48,9.9,8.3,3.8,82.2,1
6.75,3.3,4.4,2.0,75.8,0
8.87,9.7,1.8,2.0,88.4,0
8.31,4.9,4.1,7.5,85.6,1
5.93,4.1,9.8,8.7,79.4,1
5.87,1.5,6.7,3.3,99.3,0
5.49,1.5,4.7,1.2,74.3,0
8.3,7.2,2.5,3.0,51.2,0
8.82,5.1,9.9,1.5,90.6,1
6.33,3.0,8.4,1.9,58.9,0
5.1,6.5,3.5,4.9,87.8,0
5.41,3.3,1.6,3.1,97.6,0
9.84,6.2,1.5,5.6,83.3,1
6.48,4.2,2.1,3.3,77.8,0
8.85,8.4,6.2,9.5,70.3,1
8.12,8.4,9.4,9.2,65.0,1
6.91,5.3,5.5,6.1,64.4,0
6.03,4.2,8.6,4.2,80.0,0
5.61,4.3,5.0,4.4,86.3,0
8.08,8.3,7.4,4.7,82.3,1
8.87,4.0,7.6,7.5,55.9,1
8.22,2.9,2.6,5.1,72.2,0
7.65,1.8,4.3,8.7,88.5,1
5.21,5.2,6.7,9.5,71.2,1
9.84,5.3,1.6,4.0,74.5,1
8.99,8.6,4.3,6.0,87.4,1
6.46,3.0,5.8,1.9,81.4,0
9.9,4.4,10.0,2.8,67.5,1
8.01,8.3,5.3,4.7,94.2,1
7.91,8.4,8.3,2.9,53.9,1
8.74,4.5,4.9,8.9,99.8,1
9.06,5.1,8.2,2.4,51.5,0
8.28,3.7,6.4,5.1,45.8,0
5.64,9.4,9.0,6.5,94.0,1
6.69,2.1,4.7,7.2,58.5,0
9.64,9.4,6.4,4.4,85.1,1
6.12,7.2,6.7,8.8,89.6,1
6.86,5.8,4.8,6.1,92.2,1
7.16,1.3,2.3,5.0,99.5,0
7.2,5.3,1.8,1.6,61.2,0
8.06,4.7,1.2,5.2,84.1,0
9.72,2.5,8.9,8.4,51.3,1
6.2,6.9,3.1,6.5,67.4,0
5.61,9.7,2.9,8.5,91.6,1
5.99,6.1,7.6,5.4,65.2,0
9.43,7.4,3.9,2.1,77.5,0
8.23,1.6,5.6,1.1,72.7,0
6.43,4.8,2.5,3.7,80.5,0
9.08,2.0,9.6,7.3,98.5,1
9.31,6.5,8.7,8.1,48.1,1
9.23,9.4,8.8,3.7,76.6,1
9.59,7.0,4.7,5.5,92.5,1
6.26,1.7,7.9,4.8,71.5,0
8.78,4.2,2.3,4.7,49.3,0
7.3,6.0,1.1,3.1,75.8,0
9.21,4.6,1.2,2.2,63.3,0
8.64,8.5,6.3,2.8,53.5,1
8.88,8.3,5.1,1.5,91.7,0
8.28,6.5,5.7,2.8,73.7,0
5.89,4.4,1.1,1.1,96.3,0
7.73,3.3,4.8,6.6,89.3,1
9.92,2.0,7.5,3.8,83.1,1
9.69,4.2,5.0,9.8,45.3,1
5.22,4.7,7.6,2.7,68.5,0
5.82,7.1,3.1,4.1,55.9,0
5.66,6.9,8.3,4.2,95.1,0
8.63,1.6,6.3,1.1,54.6,0
9.09,4.6,2.9,8.6,60.7,1
6.07,2.6,3.1,1.3,73.4,0
7.53,2.4,6.7,9.5,59.5,1
9.2,8.4,8.5,9.0,56.5,1
8.66,1.4,4.7,5.8,78.0,0
7.71,4.8,3.3,5.9,49.9,0
7.95,2.5,8.8,6.9,48.2,1
7.54,8.9,7.0,4.5,65.5,1
6.49,6.0,5.0,6.8,84.6,1
7.83,3.1,5.4,1.4,75.5,0
8.44,5.5,2.8,1.5,68.3,0
9.37,7.6,6.6,5.1,76.1,1
8.18,9.6,4.2,5.9,65.1,1
8.81,3.0,10.0,9.0,96.5,1
5.8,9.0,5.3,1.9,48.0,0
7.31,9.4,5.4,8.4,82.0,1
5.05,9.2,6.1,2.9,94.0,0
6.23,6.7,9.3,4.5,89.2,1
8.63,6.7,8.2,3.8,55.1,1
9.96,4.6,5.1,4.6,61.3,1
5.5,7.8,7.5,2.4,84.4,0
7.01,5.8,6.3,5.5,49.6,0
9.0,7.1,5.4,8.2,89.7,1
6.02,4.9,2.7,5.0,84.5,0
7.78,7.6,5.2,5.4,85.1,1
8.67,8.4,3.2,8.6,50.5,1
8.08,2.3,9.2,7.4,84.5,1
5.94,8.5,4.0,5.4,82.4,0
6.78,5.9,9.6,3.3,90.7,0
8.92,8.6,5.8,9.0,47.3,1
7.77,4.9,6.7,6.2,46.3,1
5.03,4.4,5.9,3.0,65.5,0
8.8,9.2,2.2,3.4,53.2,0
5.18,3.3,4.4,8.2,75.7,0
8.73,8.6,1.9,1.4,95.5,0
6.01,5.4,6.6,9.9,66.5,1
9.79,5.6,5.0,2.2,91.5,1
6.84,3.8,8.0,8.2,45.0,1
6.63,6.2,3.0,4.6,54.3,0
5.74,3.9,2.5,5.4,46.7,0
6.53,1.4,4.7,8.9,63.0,0
9.38,3.4,9.3,4.7,95.0,1
9.98,1.1,7.4,5.8,50.3,1
6.84,9.8,4.8,1.4,78.4,0
7.24,9.7,5.7,1.0,69.8,0
8.61,4.6,1.8,3.2,96.6,0
9.43,7.6,9.9,7.1,51.7,1
7.97,4.1,7.0,2.1,56.7,0
6.96,7.0,3.6,2.0,46.6,0
7.06,8.2,6.3,4.7,68.9,1
8.48,9.5,2.0,6.8,60.3,1
5.02,4.6,9.7,7.4,92.8,1
8.1,8.0,2.6,2.6,78.3,0
6.78,3.4,6.8,1.7,78.8,0
8.97,9.9,3.2,9.5,74.3,1
5.46,1.2,7.5,3.3,50.1,0
7.94,6.4,8.0,8.7,69.5,1
7.4,6.9,7.1,8.8,100.0,1
8.21,7.2,6.5,8.0,90.9,1
5.32,2.1,9.0,2.5,94.1,0
7.9,9.4,1.7,8.4,90.3,1
7.81,2.6,4.0,7.9,50.7,1
7.8,6.6,3.2,6.4,57.5,1
8.02,3.0,9.9,4.0,45.2,0
8.38,3.8,4.5,3.4,61.7,0
9.02,5.9,7.6,2.1,51.0,0
6.35,4.8,7.2,5.6,71.0,0
9.13,2.4,2.9,6.3,82.2,1
7.49,2.5,3.2,4.2,93.1,0
5.39,4.8,3.5,5.3,86.2,0
5.29,7.8,4.7,4.3,96.6,0
6.67,9.1,3.1,6.8,48.0,1
8.92,1.8,1.2,9.1,45.7,1
8.54,4.5,8.9,2.5,81.4,0
8.94,1.9,9.7,4.4,60.9,1
7.59,1.1,4.1,2.3,58.9,0
7.2,7.0,4.0,6.6,63.2,1
5.74,6.4,1.1,7.6,59.8,0
6.64,2.5,7.1,9.4,73.1,1
7.17,3.1,8.4,3.5,69.2,0
5.44,1.2,2.3,9.6,73.2,0
6.1,8.5,2.4,1.6,82.0,0
7.99,9.8,8.1,6.4,66.3,1
8.68,2.2,6.5,1.5,58.8,0
9.99,3.1,1.4,9.0,54.1,1
9.67,8.8,6.6,5.8,64.2,1
8.21,9.3,3.8,7.0,85.8,1
7.11,4.8,4.3,8.5,86.6,1
8.18,1.5,7.9,2.4,81.7,0
8.93,1.4,8.3,1.3,57.9,0
5.59,6.2,4.6,8.9,77.3,1
7.05,4.5,9.5,3.8,76.4,0
9.2,1.3,4.7,2.2,71.6,0
6.92,6.2,7.9,5.2,75.2,1
7.86,1.1,5.4,6.4,72.0,0
7.94,8.1,9.1,1.3,76.1,0
5.92,3.8,9.2,3.5,84.4,0
6.81,1.4,1.8,1.3,51.0,0
6.67,6.3,9.4,4.8,86.2,1
5.13,4.6,8.4,9.1,52.5,1
5.12,9.8,8.1,9.8,48.7,1
9.16,5.9,2.8,6.7,98.7,1
6.37,3.5,8.2,2.5,97.6,0
7.59,7.4,8.7,9.2,48.3,1
6.49,3.4,3.6,5.6,69.4,0
9.7,9.1,9.6,2.4,55.2,1
6.3,4.4,1.4,9.3,71.7,0
7.15,5.9,2.3,7.8,90.7,1
9.36,1.5,5.8,7.6,97.3,1
9.21,4.8,6.2,7.4,79.9,1
5.93,8.5,6.8,2.8,64.5,0
9.01,8.3,1.2,2.9,78.2,0
7.29,3.0,9.6,7.2,62.2,1
7.41,3.0,1.4,3.0,95.0,0
5.67,8.4,2.3,4.9,92.9,0
5.4,9.4,1.1,8.0,75.7,1
8.64,1.9,6.1,8.1,62.9,1
7.48,5.1,9.4,5.1,61.1,1
7.18,4.0,7.0,8.1,46.8,1
8.65,8.8,8.4,8.5,89.9,1
8.83,1.8,1.1,6.9,69.8,0
5.79,2.9,5.9,3.1,62.9,0
8.05,7.8,5.1,3.5,70.9,0
5.68,1.5,5.5,3.8,90.0,0
8.76,5.4,1.6,2.1,51.9,0
8.28,5.0,7.2,3.5,92.2,1
9.78,4.0,5.5,2.9,94.4,1
5.34,4.6,7.9,5.1,97.1,0
5.29,5.8,5.4,9.2,66.9,1
6.41,2.5,2.3,1.9,56.9,0
